regione_residenza,amministrazione,sesso,modalita_autenticazione,numero,fascia di età
BASILICATA,MINISTERO DELLA SALUTE,M,SPID,3,25-34
BASILICATA,MINISTERO DELLA SALUTE,M,SPID,2,35-44
BASILICATA,MINISTERO DELLA SALUTE,M,SPID,3,55-64
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,2,25-34
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,4,35-44
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,2,55-64
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,9,55-64
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,7,65- 
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,4,25-34
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,7,35-44
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,5,45-54
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CNS,2,55-64
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,14,55-64
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,5,25-34
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,9,35-44
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,7,45-54
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,3,65- 
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,3,18-24
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,4,25-34
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,8,35-44
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,5,45-54
BASILICATA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,6,55-64
BASILICATA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,3,35-44
CALABRIA,A.O.R.N. ANTONIO CARDARELLI,F,SPID,3,35-44
CALABRIA,AGENZIA DEL DEMANIO,F,SPID,7,35-44
CALABRIA,AGENZIA DEL DEMANIO,F,SPID,6,45-54
CALABRIA,AGENZIA DEL DEMANIO,F,SPID,6,55-64
CALABRIA,AGENZIA DEL DEMANIO,M,SPID,9,35-44
CALABRIA,AGENZIA DEL DEMANIO,M,SPID,10,45-54
CALABRIA,AGENZIA DEL DEMANIO,M,SPID,4,55-64
CALABRIA,AGENZIA DELLE DOGANE,F,SPID,13,65- 
CALABRIA,AGENZIA DELLE DOGANE,F,SPID,32,25-34
CALABRIA,AGENZIA DELLE DOGANE,F,SPID,19,35-44
CALABRIA,AGENZIA DELLE DOGANE,F,SPID,28,45-54
CALABRIA,AGENZIA DELLE DOGANE,F,CIE,2,55-64
CALABRIA,AGENZIA DELLE DOGANE,F,SPID,28,55-64
CALABRIA,AGENZIA DELLE DOGANE,M,SPID,13,65- 
CALABRIA,AGENZIA DELLE DOGANE,M,SPID,23,25-34
CALABRIA,AGENZIA DELLE DOGANE,M,SPID,24,35-44
CALABRIA,AGENZIA DELLE DOGANE,M,SPID,34,45-54
CALABRIA,AGENZIA DELLE DOGANE,M,CIE,5,55-64
CALABRIA,AGENZIA DELLE DOGANE,M,SPID,40,55-64
CALABRIA,AGENZIA DELLE ENTRATE,F,SPID,30,65- 
CALABRIA,AGENZIA DELLE ENTRATE,F,SPID,3,18-24
CALABRIA,AGENZIA DELLE ENTRATE,F,SPID,107,25-34
CALABRIA,AGENZIA DELLE ENTRATE,F,SPID,85,35-44
CALABRIA,AGENZIA DELLE ENTRATE,F,CIE,2,45-54
CALABRIA,AGENZIA DELLE ENTRATE,F,CNS,5,45-54
CALABRIA,AGENZIA DELLE ENTRATE,F,SPID,97,45-54
CALABRIA,AGENZIA DELLE ENTRATE,F,CIE,5,55-64
CALABRIA,AGENZIA DELLE ENTRATE,F,CNS,9,55-64
CALABRIA,AGENZIA DELLE ENTRATE,F,SPID,101,55-64
CALABRIA,AGENZIA DELLE ENTRATE,M,CNS,4,65- 
CALABRIA,AGENZIA DELLE ENTRATE,M,SPID,42,65- 
CALABRIA,AGENZIA DELLE ENTRATE,M,SPID,2,18-24
CALABRIA,AGENZIA DELLE ENTRATE,M,CIE,3,25-34
CALABRIA,AGENZIA DELLE ENTRATE,M,SPID,80,25-34
CALABRIA,AGENZIA DELLE ENTRATE,M,CIE,6,35-44
CALABRIA,AGENZIA DELLE ENTRATE,M,CNS,2,35-44
CALABRIA,AGENZIA DELLE ENTRATE,M,SPID,94,35-44
CALABRIA,AGENZIA DELLE ENTRATE,M,CIE,4,45-54
CALABRIA,AGENZIA DELLE ENTRATE,M,CNS,6,45-54
CALABRIA,AGENZIA DELLE ENTRATE,M,SPID,139,45-54
CALABRIA,AGENZIA DELLE ENTRATE,M,CIE,11,55-64
CALABRIA,AGENZIA DELLE ENTRATE,M,CNS,23,55-64
CALABRIA,AGENZIA DELLE ENTRATE,M,SPID,198,55-64
CALABRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,2,18-24
CALABRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,2,25-34
CALABRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,3,35-44
CALABRIA,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,F,SPID,2,25-34
CALABRIA,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,M,SPID,2,45-54
CALABRIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,F,SPID,2,35-44
CALABRIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,F,SPID,10,45-54
CALABRIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,F,SPID,12,55-64
CALABRIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,M,SPID,7,45-54
CALABRIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,M,CNS,2,55-64
CALABRIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,M,SPID,7,55-64
CALABRIA,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,M,SPID,2,35-44
CALABRIA,ARCHIVI NOTARILI,F,SPID,3,55-64
CALABRIA,ARCHIVI NOTARILI,M,SPID,5,55-64
CALABRIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,2,25-34
CALABRIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,3,35-44
CALABRIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,10,35-44
CALABRIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,3,45-54
CALABRIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,4,45-54
CALABRIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,9,55-64
CALABRIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,6,55-64
CALABRIA,AVVOCATURA GENERALE DELLO STATO,M,CNS,4,65- 
CALABRIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,2,25-34
CALABRIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,2,35-44
CALABRIA,AVVOCATURA GENERALE DELLO STATO,M,CNS,4,45-54
CALABRIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,5,45-54
CALABRIA,AVVOCATURA GENERALE DELLO STATO,M,CNS,7,55-64
CALABRIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,5,55-64
CALABRIA,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,SPID,2,35-44
CALABRIA,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,SPID,2,45-54
CALABRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,F,SPID,2,45-54
CALABRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,SPID,3,25-34
CALABRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,SPID,2,55-64
CALABRIA,AZIENDA SANITARIA LOCALE VITERBO,F,SPID,3,35-44
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 2,F,SPID,4,35-44
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 2,M,SPID,4,25-34
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 2,M,SPID,2,25-34
CALABRIA,AZIENDA SANITARIA LOCALE LATINA,F,SPID,2,45-54
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 5,F,SPID,4,25-34
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 5,F,SPID,2,35-44
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 5,M,SPID,3,25-34
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 5,M,SPID,2,35-44
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 5,M,SPID,2,45-54
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 3,F,SPID,2,25-34
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 3,F,SPID,2,45-54
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 3,M,SPID,2,55-64
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 4,F,SPID,3,35-44
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 6,F,SPID,7,25-34
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 6,F,SPID,3,45-54
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 6,M,SPID,2,25-34
CALABRIA,AZIENDA SANITARIA LOCALE ROMA 6,M,SPID,2,35-44
CALABRIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,2,65- 
CALABRIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,7,25-34
CALABRIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,5,35-44
CALABRIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,5,45-54
CALABRIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,4,55-64
CALABRIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,3,65- 
CALABRIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,5,35-44
CALABRIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,4,45-54
CALABRIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,7,55-64
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,3,35-44
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,CIE,2,45-54
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,3,45-54
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,3,55-64
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,4,65- 
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,2,35-44
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,8,45-54
CALABRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,8,55-64
CALABRIA,CORTE DEI CONTI,F,SPID,7,25-34
CALABRIA,CORTE DEI CONTI,F,SPID,7,35-44
CALABRIA,CORTE DEI CONTI,F,SPID,5,45-54
CALABRIA,CORTE DEI CONTI,F,SPID,14,55-64
CALABRIA,CORTE DEI CONTI,M,SPID,9,65- 
CALABRIA,CORTE DEI CONTI,M,SPID,2,35-44
CALABRIA,CORTE DEI CONTI,M,SPID,3,45-54
CALABRIA,CORTE DEI CONTI,M,SPID,14,55-64
CALABRIA,GUARDIA DI FINANZA,F,SPID,37,18-24
CALABRIA,GUARDIA DI FINANZA,F,SPID,84,25-34
CALABRIA,GUARDIA DI FINANZA,F,SPID,23,35-44
CALABRIA,GUARDIA DI FINANZA,F,SPID,5,45-54
CALABRIA,GUARDIA DI FINANZA,M,CIE,3,18-24
CALABRIA,GUARDIA DI FINANZA,M,SPID,138,18-24
CALABRIA,GUARDIA DI FINANZA,M,CIE,9,25-34
CALABRIA,GUARDIA DI FINANZA,M,CNS,2,25-34
CALABRIA,GUARDIA DI FINANZA,M,SPID,303,25-34
CALABRIA,GUARDIA DI FINANZA,M,CIE,6,35-44
CALABRIA,GUARDIA DI FINANZA,M,SPID,254,35-44
CALABRIA,GUARDIA DI FINANZA,M,CIE,30,45-54
CALABRIA,GUARDIA DI FINANZA,M,SPID,713,45-54
CALABRIA,GUARDIA DI FINANZA,M,CIE,26,55-64
