regione_residenza,amministrazione,sesso,modalita_autenticazione,numero,fascia di età
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,SPID,59,45-54
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,CIE,3,55-64
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,SPID,39,55-64
TRENTINO ALTO ADIGE,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,7,55-64
TRENTINO ALTO ADIGE,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,3,55-64
TRENTINO ALTO ADIGE,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,6,55-64
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,SPID,3,25-34
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,SPID,4,35-44
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,SPID,5,45-54
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,SPID,11,55-64
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,SPID,2,65- 
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,SPID,6,25-34
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,SPID,10,35-44
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,SPID,7,45-54
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,SPID,5,55-64
UMBRIA,AGENZIA DEL DEMANIO,F,SPID,3,45-54
UMBRIA,AGENZIA DEL DEMANIO,F,SPID,2,55-64
UMBRIA,AGENZIA DEL DEMANIO,M,SPID,2,35-44
UMBRIA,AGENZIA DELLE DOGANE,F,SPID,2,25-34
UMBRIA,AGENZIA DELLE DOGANE,F,SPID,4,35-44
UMBRIA,AGENZIA DELLE DOGANE,F,SPID,7,45-54
UMBRIA,AGENZIA DELLE DOGANE,F,SPID,18,55-64
UMBRIA,AGENZIA DELLE DOGANE,M,SPID,3,65- 
UMBRIA,AGENZIA DELLE DOGANE,M,SPID,2,18-24
UMBRIA,AGENZIA DELLE DOGANE,M,SPID,6,25-34
UMBRIA,AGENZIA DELLE DOGANE,M,SPID,9,35-44
UMBRIA,AGENZIA DELLE DOGANE,M,SPID,12,45-54
UMBRIA,AGENZIA DELLE DOGANE,M,SPID,18,55-64
UMBRIA,AGENZIA DELLE ENTRATE,F,SPID,20,65- 
UMBRIA,AGENZIA DELLE ENTRATE,F,SPID,25,25-34
UMBRIA,AGENZIA DELLE ENTRATE,F,SPID,56,35-44
UMBRIA,AGENZIA DELLE ENTRATE,F,CIE,4,45-54
UMBRIA,AGENZIA DELLE ENTRATE,F,CNS,6,45-54
UMBRIA,AGENZIA DELLE ENTRATE,F,SPID,95,45-54
UMBRIA,AGENZIA DELLE ENTRATE,F,CIE,3,55-64
UMBRIA,AGENZIA DELLE ENTRATE,F,CNS,7,55-64
UMBRIA,AGENZIA DELLE ENTRATE,F,SPID,65,55-64
UMBRIA,AGENZIA DELLE ENTRATE,M,SPID,15,65- 
UMBRIA,AGENZIA DELLE ENTRATE,M,SPID,28,25-34
UMBRIA,AGENZIA DELLE ENTRATE,M,SPID,33,35-44
UMBRIA,AGENZIA DELLE ENTRATE,M,CIE,8,45-54
UMBRIA,AGENZIA DELLE ENTRATE,M,CNS,2,45-54
UMBRIA,AGENZIA DELLE ENTRATE,M,SPID,69,45-54
UMBRIA,AGENZIA DELLE ENTRATE,M,CIE,6,55-64
UMBRIA,AGENZIA DELLE ENTRATE,M,CNS,3,55-64
UMBRIA,AGENZIA DELLE ENTRATE,M,SPID,52,55-64
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,SPID,4,25-34
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,CNS,2,35-44
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,SPID,9,35-44
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,CNS,2,45-54
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,SPID,6,45-54
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,CNS,3,55-64
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,SPID,5,55-64
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,CIE,2,65- 
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,3,65- 
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,4,18-24
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,CNS,4,25-34
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,25,25-34
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,20,35-44
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,CNS,3,45-54
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,10,45-54
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,CIE,2,55-64
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,CNS,6,55-64
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,SPID,16,55-64
UMBRIA,ARCHIVI NOTARILI,F,SPID,3,55-64
UMBRIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,5,45-54
UMBRIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,3,45-54
UMBRIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,5,55-64
UMBRIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,3,25-34
UMBRIA,AVVOCATURA GENERALE DELLO STATO,M,CNS,2,35-44
UMBRIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,2,35-44
UMBRIA,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,SPID,3,25-34
UMBRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,SPID,3,35-44
UMBRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,SPID,4,45-54
UMBRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,SPID,2,55-64
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,SPID,3,65- 
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,SPID,8,25-34
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,SPID,9,35-44
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,SPID,12,45-54
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,SPID,14,55-64
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,SPID,3,25-34
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,SPID,3,35-44
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,SPID,4,45-54
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,SPID,2,55-64
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 2,F,SPID,2,25-34
UMBRIA,AZIENDA SANITARIA LOCALE LATINA,M,SPID,2,25-34
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 5,F,SPID,2,25-34
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 5,F,SPID,3,35-44
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 5,M,SPID,2,55-64
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,SPID,10,25-34
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,SPID,6,35-44
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,SPID,5,45-54
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,SPID,6,55-64
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,SPID,4,25-34
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,SPID,3,35-44
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,SPID,5,45-54
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,SPID,4,55-64
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 4,M,SPID,2,45-54
UMBRIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,2,25-34
UMBRIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,2,55-64
UMBRIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,2,65- 
UMBRIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,2,55-64
UMBRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,2,45-54
UMBRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,4,55-64
UMBRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,4,55-64
UMBRIA,CORTE DEI CONTI,F,SPID,2,65- 
UMBRIA,CORTE DEI CONTI,F,SPID,7,35-44
UMBRIA,CORTE DEI CONTI,F,SPID,4,45-54
UMBRIA,CORTE DEI CONTI,F,SPID,9,55-64
UMBRIA,CORTE DEI CONTI,M,SPID,6,45-54
UMBRIA,CORTE DEI CONTI,M,SPID,7,55-64
UMBRIA,GUARDIA DI FINANZA,F,SPID,14,18-24
UMBRIA,GUARDIA DI FINANZA,F,SPID,29,25-34
UMBRIA,GUARDIA DI FINANZA,F,SPID,10,35-44
UMBRIA,GUARDIA DI FINANZA,M,CIE,2,18-24
UMBRIA,GUARDIA DI FINANZA,M,SPID,102,18-24
UMBRIA,GUARDIA DI FINANZA,M,SPID,77,25-34
UMBRIA,GUARDIA DI FINANZA,M,SPID,85,35-44
UMBRIA,GUARDIA DI FINANZA,M,CIE,11,45-54
UMBRIA,GUARDIA DI FINANZA,M,CNS,3,45-54
UMBRIA,GUARDIA DI FINANZA,M,SPID,202,45-54
UMBRIA,GUARDIA DI FINANZA,M,CIE,11,55-64
UMBRIA,GUARDIA DI FINANZA,M,SPID,166,55-64
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,3,65- 
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,3,25-34
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,8,35-44
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,22,45-54
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,F,CIE,2,55-64
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,F,CNS,2,55-64
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,32,55-64
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,2,65- 
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,2,25-34
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,4,35-44
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,13,45-54
UMBRIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,10,55-64
UMBRIA,ISTITUTO SUPERIORE DI SANITA',F,SPID,3,45-54
UMBRIA,ISTITUTO SUPERIORE DI SANITA',F,SPID,2,55-64
UMBRIA,ISTITUTO SUPERIORE DI SANITA',M,SPID,4,55-64
UMBRIA,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,SPID,5,25-34
UMBRIA,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,SPID,2,35-44
UMBRIA,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,SPID,3,45-54
UMBRIA,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,SPID,5,55-64
UMBRIA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,6,45-54
UMBRIA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,5,55-64
UMBRIA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,8,45-54
UMBRIA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,CNS,2,55-64
UMBRIA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,8,55-64
UMBRIA,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,M,SPID,2,45-54
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,4,65- 
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,4,25-34
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,10,35-44
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,4,45-54
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,8,45-54
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,11,55-64
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,16,55-64
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,2,65- 
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,9,65- 
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,8,35-44
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,2,45-54
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,5,45-54
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,14,45-54
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,4,55-64
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,10,55-64
UMBRIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,18,55-64
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,7,65- 
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,2,18-24
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,16,18-24
UMBRIA,MINISTERO DELL'INTERNO,F,CIE,2,25-34
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,42,25-34
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,14,25-34
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,31,35-44
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,11,35-44
UMBRIA,MINISTERO DELL'INTERNO,F,CNS,4,45-54
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,50,45-54
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,24,45-54
UMBRIA,MINISTERO DELL'INTERNO,F,CIE,12,55-64
UMBRIA,MINISTERO DELL'INTERNO,F,CNS,11,55-64
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,66,55-64
UMBRIA,MINISTERO DELL'INTERNO,F,SPID,52,55-64
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,7,65- 
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,28,18-24
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,20,18-24
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,2,25-34
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,3,25-34
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,113,25-34
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,100,25-34
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,9,35-44
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,7,35-44
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,224,35-44
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,103,35-44
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,13,45-54
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,10,45-54
UMBRIA,MINISTERO DELL'INTERNO,M,CNS,3,45-54
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,190,45-54
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,365,45-54
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,12,55-64
UMBRIA,MINISTERO DELL'INTERNO,M,CIE,13,55-64
UMBRIA,MINISTERO DELL'INTERNO,M,CNS,6,55-64
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,217,55-64
UMBRIA,MINISTERO DELL'INTERNO,M,SPID,200,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,20,65- 
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,2,65- 
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,39,65- 
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,447,65- 
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,3,18-24
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,115,18-24
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,30,25-34
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,13,25-34
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,1307,25-34
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,50,35-44
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,34,35-44
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,2483,35-44
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,87,45-54
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,3,45-54
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,84,45-54
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,3568,45-54
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,141,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,3,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,235,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,3455,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,4,65- 
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,2,65- 
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,108,65- 
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,2,18-24
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,25,18-24
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,21,25-34
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,5,25-34
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,406,25-34
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,30,35-44
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,6,35-44
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,639,35-44
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,34,45-54
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,15,45-54
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,697,45-54
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,48,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,4,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,33,55-64
UMBRIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,771,55-64
UMBRIA,MINISTERO DELLA CULTURA,F,SPID,19,65- 
UMBRIA,MINISTERO DELLA CULTURA,F,SPID,7,25-34
UMBRIA,MINISTERO DELLA CULTURA,F,SPID,40,35-44
UMBRIA,MINISTERO DELLA CULTURA,F,SPID,34,45-54
UMBRIA,MINISTERO DELLA CULTURA,F,CIE,6,55-64
UMBRIA,MINISTERO DELLA CULTURA,F,SPID,46,55-64
UMBRIA,MINISTERO DELLA CULTURA,M,SPID,8,65- 
UMBRIA,MINISTERO DELLA CULTURA,M,SPID,13,25-34
UMBRIA,MINISTERO DELLA CULTURA,M,CIE,4,35-44
UMBRIA,MINISTERO DELLA CULTURA,M,SPID,28,35-44
UMBRIA,MINISTERO DELLA CULTURA,M,CIE,3,45-54
UMBRIA,MINISTERO DELLA CULTURA,M,SPID,24,45-54
UMBRIA,MINISTERO DELLA CULTURA,M,CIE,2,55-64
UMBRIA,MINISTERO DELLA CULTURA,M,SPID,33,55-64
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,8,65- 
UMBRIA,MINISTERO DELLA DIFESA,F,CIE,2,18-24
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,28,18-24
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,5,25-34
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,2,25-34
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,32,25-34
UMBRIA,MINISTERO DELLA DIFESA,F,CNS,2,35-44
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,30,35-44
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,4,35-44
UMBRIA,MINISTERO DELLA DIFESA,F,CNS,6,45-54
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,10,45-54
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,5,45-54
UMBRIA,MINISTERO DELLA DIFESA,F,CNS,14,55-64
UMBRIA,MINISTERO DELLA DIFESA,F,SPID,35,55-64
UMBRIA,MINISTERO DELLA DIFESA,M,CNS,2,65- 
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,18,65- 
UMBRIA,MINISTERO DELLA DIFESA,M,CIE,4,18-24
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,98,18-24
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,2,18-24
UMBRIA,MINISTERO DELLA DIFESA,M,CIE,2,25-34
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,148,25-34
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,13,25-34
UMBRIA,MINISTERO DELLA DIFESA,M,CIE,14,35-44
UMBRIA,MINISTERO DELLA DIFESA,M,CNS,35,35-44
UMBRIA,MINISTERO DELLA DIFESA,M,CNS,2,35-44
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,15,35-44
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,288,35-44
UMBRIA,MINISTERO DELLA DIFESA,M,CIE,15,45-54
UMBRIA,MINISTERO DELLA DIFESA,M,CIE,4,45-54
UMBRIA,MINISTERO DELLA DIFESA,M,CNS,84,45-54
UMBRIA,MINISTERO DELLA DIFESA,M,CNS,6,45-54
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,24,45-54
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,2,45-54
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,266,45-54
UMBRIA,MINISTERO DELLA DIFESA,M,CIE,5,55-64
UMBRIA,MINISTERO DELLA DIFESA,M,CIE,10,55-64
UMBRIA,MINISTERO DELLA DIFESA,M,CNS,50,55-64
UMBRIA,MINISTERO DELLA DIFESA,M,CNS,19,55-64
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,72,55-64
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,114,55-64
UMBRIA,MINISTERO DELLA DIFESA,M,SPID,2,55-64
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CIE,2,65- 
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CNS,3,65- 
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,SPID,24,65- 
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,SPID,7,18-24
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CIE,2,25-34
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,SPID,95,25-34
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CIE,3,35-44
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CNS,3,35-44
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,SPID,92,35-44
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CIE,6,45-54
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CNS,6,45-54
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,SPID,116,45-54
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CIE,4,55-64
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,CNS,37,55-64
UMBRIA,MINISTERO DELLA GIUSTIZIA,F,SPID,155,55-64
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,CIE,4,65- 
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,SPID,16,65- 
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,SPID,10,18-24
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,CIE,4,25-34
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,SPID,65,25-34
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,CNS,3,35-44
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,SPID,89,35-44
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,CIE,9,45-54
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,CNS,4,45-54
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,SPID,223,45-54
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,CIE,17,55-64
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,CNS,14,55-64
UMBRIA,MINISTERO DELLA GIUSTIZIA,M,SPID,231,55-64
UMBRIA,MINISTERO DELLA SALUTE,F,SPID,2,45-54
UMBRIA,MINISTERO DELLA SALUTE,M,SPID,2,65- 
UMBRIA,MINISTERO DELLA SALUTE,M,SPID,2,25-34
UMBRIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,2,35-44
UMBRIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,2,45-54
UMBRIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,2,55-64
UMBRIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,CIE,2,55-64
UMBRIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,6,55-64
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,4,65- 
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,6,35-44
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,6,45-54
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,2,55-64
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,2,55-64
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,16,55-64
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,2,65- 
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,4,65- 
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,3,25-34
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,14,35-44
